study_id,breed,dmi_kg,cp_g_kg,ndf_g_kg,adf_g_kg,ee_g_kg,forage_pct,body_weight_kg,milk_yield_kg,additive_type,additive_dose,ch4_g_kg_dmi,ch4_g_day
S353,Holstein,13.32,100.0,187.7,112.8,49.8,3.5,495.3,38.1,none,0.0,19.91,265.2
S354,Holstein,15.56,97.4,286.6,177.7,38.1,99.1,607.0,1.2,lipid,1.75,20.2,314.2
S355,Jersey,11.62,216.6,553.8,,,78.2,494.3,35.0,nitrate,1.1,20.38,236.9
S356,Holstein,13.06,233.1,714.8,353.7,35.8,93.8,561.5,5.2,none,0.0,23.56,307.8
S357,Holstein,15.02,66.6,231.3,117.4,42.6,90.2,593.2,0.0,seaweed,0.77,18.69,280.8
S358,Jersey,12.05,57.6,463.2,231.7,,2.0,506.7,23.8,tannin,0.11,17.51,211.1
S359,Other,11.17,181.1,572.1,,29.0,79.2,513.5,2.8,none,0.0,23.05,257.6
S360,Holstein,13.73,76.2,743.8,421.4,,45.1,569.4,37.5,seaweed,1.79,21.61,296.8
S361,Holstein,15.64,235.0,509.7,330.6,35.9,79.0,605.2,1.2,nitrate,1.04,20.52,320.9
S362,Holstein,15.7,114.6,267.2,173.2,35.8,0.7,638.7,6.2,none,0.0,17.21,270.2
S363,Crossbred,13.17,75.7,520.2,288.9,,28.8,611.4,0.0,3-NOP,1.21,21.14,278.4
S364,Crossbred,15.97,257.5,311.9,180.2,39.7,75.1,579.4,20.9,seaweed,1.91,16.98,271.2
S365,Crossbred,9.15,80.7,759.7,472.5,52.2,79.3,530.2,39.7,nitrate,0.39,21.18,193.7
S366,Holstein,12.1,108.6,366.0,233.0,55.8,62.0,510.7,28.6,other,1.76,19.39,234.6
S367,Holstein,12.68,77.9,561.1,275.4,22.8,30.1,544.3,28.1,lipid,1.7,17.94,227.5
S368,Crossbred,15.21,69.0,108.9,,,31.0,599.6,13.2,tannin,0.99,15.57,236.9
S369,Holstein,15.72,46.9,366.2,225.8,,96.7,595.2,6.0,seaweed,2.43,19.94,313.6
S370,Other,12.92,55.0,690.7,352.7,44.6,43.9,449.0,43.3,tannin,2.25,22.49,290.5
S371,Holstein,12.13,82.9,509.8,274.2,,44.7,527.9,4.7,seaweed,0.86,21.13,256.3
S372,Holstein,17.06,54.5,396.2,256.4,,55.2,647.3,23.8,none,0.0,20.04,341.8
S373,Holstein,14.79,180.3,732.2,473.8,38.9,41.0,579.8,12.3,tannin,0.84,25.23,373.1
S374,Holstein,9.68,201.3,676.3,426.9,,55.3,490.0,11.9,nitrate,0.59,21.3,206.2
S375,Crossbred,20.76,134.1,313.1,190.9,40.0,43.2,716.3,26.8,seaweed,1.41,18.12,376.2
S376,Holstein,12.17,116.4,464.9,234.2,38.9,82.7,573.3,35.9,lipid,2.3,19.63,239.0
S377,Jersey,15.58,160.1,427.5,219.8,52.7,90.9,598.1,35.0,tannin,2.19,21.02,327.6
S378,Jersey,15.56,246.8,524.8,293.6,,93.2,599.0,39.1,3-NOP,0.83,20.82,324.0
S379,Crossbred,14.24,241.2,321.2,,33.7,56.4,552.9,13.2,none,0.0,20.62,293.6
S380,Jersey,12.54,52.2,259.8,143.2,52.0,44.2,531.3,21.0,none,0.0,17.12,214.8
S381,Other,18.8,84.5,716.4,413.6,54.1,70.5,702.3,0.4,3-NOP,1.41,23.99,450.9
S382,Crossbred,13.54,97.4,724.0,384.9,26.1,83.8,635.2,33.6,3-NOP,0.25,23.63,320.0
S383,Holstein,15.51,100.4,669.0,401.3,43.3,56.3,624.3,0.0,none,0.0,22.0,341.1
S384,Crossbred,14.39,175.7,761.1,393.3,31.4,70.0,609.6,25.3,none,0.0,23.81,342.7
S385,Other,11.85,139.4,601.8,310.6,49.6,75.0,514.8,7.6,none,0.0,21.96,260.3
S386,Holstein,16.93,53.5,615.3,292.5,29.6,67.6,651.7,0.0,nitrate,1.78,21.83,369.6
S387,Jersey,14.73,129.4,613.8,299.4,,74.6,524.4,36.8,nitrate,1.46,21.29,313.5
S388,Holstein,14.29,164.6,421.3,261.2,30.2,20.9,592.0,39.5,3-NOP,2.02,17.58,251.1
S389,Jersey,13.09,65.8,404.8,218.3,40.4,49.8,476.6,2.1,none,0.0,18.89,247.3
S390,Holstein,11.39,237.0,257.1,127.4,,58.8,452.5,44.7,none,0.0,15.93,181.5
S391,Crossbred,13.51,54.2,533.4,321.0,35.3,0.2,594.1,11.2,none,0.0,20.85,281.7
S392,Holstein,12.77,258.4,290.6,163.0,55.0,85.6,526.5,13.9,3-NOP,0.29,17.12,218.7
S393,Jersey,10.94,65.2,269.1,122.2,,61.0,455.6,11.2,none,0.0,17.84,195.3
S394,Holstein,14.14,239.4,493.2,253.2,55.0,12.9,607.4,0.0,none,0.0,20.4,288.5
S395,Jersey,18.2,253.2,373.0,181.1,26.6,81.6,702.2,24.9,other,1.74,20.37,370.8
S396,Holstein,16.81,271.2,242.5,140.9,52.8,71.7,658.4,0.0,seaweed,2.09,14.93,251.0
S397,Jersey,11.6,229.7,650.4,328.4,21.3,75.8,559.6,17.7,nitrate,0.36,21.98,255.0
S398,Holstein,11.91,224.4,680.8,315.2,35.7,39.2,575.5,29.5,none,0.0,22.45,267.4
S399,Holstein,16.34,192.3,207.5,95.7,54.8,85.4,628.3,37.6,none,0.0,17.92,292.9
S400,Holstein,14.84,224.3,98.1,55.6,,41.4,642.3,31.2,lipid,0.49,17.67,262.1
S401,Other,14.31,73.5,322.6,146.6,,57.1,554.4,26.7,3-NOP,1.46,17.16,245.6
S402,Holstein,15.6,167.4,637.7,395.2,35.5,0.1,577.1,0.0,tannin,1.71,18.21,284.1
S403,Jersey,12.92,162.3,666.2,320.5,52.5,64.5,593.0,0.0,other,0.95,23.05,297.8
S404,Holstein,13.09,242.7,187.5,107.1,48.4,71.8,608.2,0.0,seaweed,2.1,15.86,207.6
S405,Crossbred,16.69,150.3,621.9,335.1,38.7,56.7,567.0,0.0,none,0.0,19.46,324.7
S406,Holstein,14.72,132.1,172.0,92.6,55.7,49.7,567.8,2.6,seaweed,1.6,16.05,236.3
S407,Holstein,15.82,191.7,359.4,,29.2,81.0,657.8,30.0,none,0.0,20.79,328.7
S408,Holstein,14.79,104.4,775.1,473.2,26.8,68.1,647.6,16.6,none,0.0,21.76,321.7
S409,Holstein,14.33,74.7,224.5,141.1,45.7,27.8,603.6,29.3,none,0.0,19.97,286.0
S410,Holstein,15.17,153.8,198.2,89.6,58.9,95.9,678.1,,lipid,2.27,16.69,253.1
S411,Holstein,15.12,139.6,381.8,,29.9,70.7,551.8,20.5,tannin,2.22,19.22,290.6
S412,Holstein,15.64,96.4,516.2,325.6,,98.8,672.4,20.6,none,0.0,19.68,307.9
S413,Other,16.83,128.0,730.2,408.8,25.6,97.1,607.6,2.1,none,0.0,23.31,392.3
S414,Holstein,18.15,127.7,762.9,366.2,,91.9,750.0,19.4,tannin,1.36,23.18,420.8
S415,Other,11.02,118.6,140.6,69.0,29.1,75.5,503.5,0.0,lipid,2.01,15.05,165.9
S416,Holstein,12.7,130.8,187.3,109.0,40.1,60.9,533.6,24.6,none,0.0,20.68,262.6
S417,Holstein,11.07,202.5,633.1,376.7,59.6,17.2,600.1,3.4,none,0.0,20.49,226.8
S418,Holstein,14.79,111.5,277.8,158.3,20.5,54.3,598.8,30.1,lipid,2.25,17.28,255.5
S419,Holstein,17.05,264.0,697.4,446.7,42.3,76.5,692.0,13.9,lipid,0.49,23.74,404.6
S420,Holstein,14.61,256.4,546.1,299.7,40.5,52.1,534.9,0.0,lipid,0.51,22.87,334.1
S421,Crossbred,12.9,154.5,169.4,86.4,52.3,86.8,629.3,7.0,none,0.0,18.85,243.2
S422,Jersey,17.86,118.8,661.6,360.9,34.2,11.0,644.7,22.4,none,0.0,19.84,354.4
S423,Jersey,16.66,167.3,213.5,111.4,36.4,38.1,617.3,14.0,3-NOP,0.99,17.16,286.0
S424,Holstein,14.81,240.6,382.2,,,50.6,517.3,31.2,none,0.0,16.82,249.2
S425,Holstein,16.41,194.7,470.1,,,43.2,659.5,10.8,lipid,2.46,20.69,339.4
S426,Jersey,17.74,230.2,435.0,226.4,,10.9,648.8,34.8,none,0.0,17.05,302.5
S427,Holstein,13.07,166.7,561.6,332.7,25.5,15.4,611.0,12.9,tannin,1.92,19.15,250.3
S428,Holstein,15.75,190.1,538.8,244.4,,83.8,587.3,27.9,lipid,0.9,21.05,331.6
S429,Holstein,13.56,109.4,770.6,414.4,55.7,48.4,588.6,36.0,other,0.38,23.45,317.9
S430,Holstein,11.78,214.0,775.6,448.9,20.1,4.9,570.3,17.4,tannin,1.11,21.88,257.8
S431,Jersey,13.65,89.4,445.7,,32.0,1.6,613.4,2.1,lipid,1.42,20.66,282.1
S432,Holstein,14.43,204.6,158.0,95.7,42.2,47.3,576.9,24.1,none,0.0,17.66,254.8
S433,Holstein,11.87,243.4,590.1,361.2,33.4,16.4,524.1,44.8,3-NOP,1.07,21.1,250.4
S434,Other,13.37,72.9,760.1,450.2,30.9,70.5,512.1,43.6,none,0.0,21.68,289.8
S435,Other,10.53,185.8,310.4,146.1,38.4,79.5,529.9,9.9,other,1.48,20.76,218.7
S436,Holstein,11.52,64.3,408.0,222.4,,22.8,588.3,34.0,lipid,1.84,17.78,204.7
S437,Holstein,16.39,211.8,383.1,,41.2,59.2,573.4,15.5,none,0.0,21.3,349.2
S438,Crossbred,16.05,61.8,128.1,63.9,,15.4,587.9,7.2,none,0.0,18.44,296.0
S439,Holstein,13.55,261.0,552.2,253.2,43.0,30.4,605.0,30.0,3-NOP,1.12,20.76,281.3
S440,Holstein,13.43,74.2,334.3,,23.7,88.9,537.4,22.5,none,0.0,20.41,274.2
S441,Holstein,18.1,266.4,630.8,341.3,,54.4,662.9,24.3,lipid,1.46,17.78,321.9
S442,Holstein,14.6,229.4,661.3,352.4,,88.6,558.9,37.2,none,0.0,22.21,324.3
S443,Other,13.95,180.9,653.9,317.4,50.6,22.5,549.0,0.0,nitrate,0.85,22.57,314.8
S444,Crossbred,16.74,225.1,377.6,232.2,34.4,33.0,603.9,30.0,seaweed,0.51,19.65,329.0
S445,Other,10.52,228.1,312.6,198.6,,47.1,464.8,16.5,3-NOP,1.03,16.56,174.3
S446,Crossbred,13.24,263.4,604.4,296.3,,48.0,527.6,1.9,none,0.0,20.91,276.8
S447,Jersey,15.82,101.3,640.3,407.2,,99.8,633.9,17.0,other,1.5,19.28,305.0
S448,Crossbred,11.36,180.1,428.5,194.4,39.9,11.4,470.8,42.8,tannin,1.13,19.32,219.4
S449,Jersey,15.47,64.2,702.9,446.4,,85.2,642.1,21.7,3-NOP,1.46,20.11,311.0
S450,Holstein,16.75,186.2,191.3,122.5,29.0,86.4,665.7,4.9,3-NOP,1.71,18.55,310.8
S451,Holstein,13.87,82.1,693.4,,49.0,55.3,552.8,31.0,lipid,1.14,23.57,327.0
S452,Holstein,13.24,174.2,158.6,,,34.4,592.5,43.4,nitrate,1.17,15.86,209.9
S453,Holstein,17.26,175.9,197.9,127.4,23.2,51.9,642.1,40.9,nitrate,1.78,17.62,304.0
S454,Holstein,12.21,151.0,457.6,288.8,,29.2,547.0,,tannin,0.25,19.22,234.7
S455,Holstein,15.35,164.3,139.1,89.6,51.9,79.9,627.1,16.9,lipid,1.4,17.24,264.6
S456,Jersey,12.93,220.8,129.1,72.3,,49.8,534.7,26.1,none,0.0,15.16,196.0
S457,Holstein,14.2,229.0,93.4,43.5,47.9,92.6,546.3,36.7,tannin,1.92,17.34,246.1
S458,Holstein,10.0,157.2,391.0,,47.0,62.3,527.0,38.8,3-NOP,2.46,16.64,166.3
S459,Holstein,16.23,182.3,622.1,356.3,41.0,51.4,595.6,36.8,tannin,2.01,19.06,309.2
S460,Holstein,15.1,259.9,116.8,66.9,46.1,71.1,644.5,,other,1.31,16.52,249.4
S461,Other,15.93,70.0,538.5,287.3,56.8,50.4,564.0,5.3,other,0.51,20.36,324.3
S462,Holstein,11.75,69.4,655.2,369.8,24.0,90.5,498.7,,seaweed,1.51,22.06,259.2
S463,Holstein,12.68,62.5,207.7,99.9,,18.4,510.0,7.0,seaweed,2.1,15.13,191.8
S464,Holstein,17.84,195.9,193.3,115.6,22.9,97.3,598.7,2.7,lipid,2.34,19.92,355.4
S465,Crossbred,16.73,140.0,680.9,316.6,57.8,81.2,685.6,22.4,other,2.08,22.62,378.3
S466,Jersey,16.82,223.2,655.2,390.5,37.8,86.1,598.6,29.5,nitrate,0.55,22.54,379.2
S467,Holstein,13.85,199.1,461.1,285.8,47.0,48.3,551.8,38.4,none,0.0,20.07,278.1
S468,Holstein,16.15,120.1,652.5,,53.6,83.7,621.0,35.2,none,0.0,23.48,379.2
S469,Crossbred,14.12,252.2,156.4,86.3,,30.7,560.6,38.6,lipid,1.73,17.04,240.6
S470,Other,15.08,220.4,362.4,185.7,,76.2,552.3,34.2,nitrate,1.75,19.54,294.6
S471,Holstein,11.91,105.3,596.9,384.3,52.0,14.0,517.5,31.6,nitrate,1.3,21.37,254.5
S472,Holstein,15.01,127.2,268.8,,55.5,30.7,659.5,0.5,tannin,1.63,15.26,229.1
S473,Holstein,9.61,115.6,606.8,317.9,22.0,44.6,422.6,0.0,3-NOP,0.81,18.85,181.1
S474,Holstein,15.72,78.9,437.4,212.1,50.2,32.2,622.9,,3-NOP,0.31,19.17,301.4
S475,Crossbred,13.35,76.6,605.4,,34.2,38.7,547.2,2.6,nitrate,2.09,20.58,274.8
S476,Other,14.82,261.1,410.4,222.7,45.9,82.0,550.4,7.0,none,0.0,20.53,304.4
S477,Other,18.87,144.5,344.3,219.8,40.6,25.7,676.5,37.0,tannin,2.16,18.09,341.4
S478,Crossbred,11.84,131.7,242.7,144.9,,74.5,532.2,0.0,nitrate,0.9,18.61,220.3
S479,Holstein,12.25,212.7,235.3,116.0,25.4,7.4,534.2,42.7,lipid,0.32,15.44,189.2
S480,Other,12.03,171.4,606.3,377.0,24.7,76.6,567.2,44.1,none,0.0,21.7,260.9
S481,Holstein,18.04,261.1,174.2,91.6,24.1,79.2,599.8,40.2,nitrate,2.12,15.5,279.7
S482,Holstein,14.17,224.6,151.7,94.1,,40.2,548.5,6.0,none,0.0,17.08,242.1
S483,Jersey,12.73,154.2,213.4,106.3,34.1,72.2,480.6,0.0,none,0.0,15.46,196.9
S484,Holstein,11.07,130.1,212.8,,28.7,91.5,523.1,37.7,3-NOP,0.92,18.14,200.8
S485,Crossbred,16.3,272.9,655.2,416.3,47.7,80.1,651.9,39.2,none,0.0,20.49,333.9
S486,Other,15.25,210.0,365.2,183.2,47.5,39.0,579.5,0.0,lipid,2.0,18.08,275.7
S487,Crossbred,14.67,264.6,769.4,452.9,41.6,48.4,602.1,5.3,lipid,0.66,23.93,351.1
S488,Crossbred,15.6,69.7,186.7,120.9,57.4,77.9,559.3,41.6,none,0.0,17.81,277.8
S489,Holstein,16.85,241.0,539.4,259.0,35.4,29.3,535.4,7.8,lipid,1.52,18.21,306.8
S490,Holstein,15.47,191.1,399.5,186.8,53.4,80.4,675.7,16.6,seaweed,0.12,18.84,291.5
S491,Crossbred,12.56,70.5,361.4,211.3,,32.8,563.7,20.5,tannin,0.16,16.78,210.8
S492,Jersey,12.39,179.7,690.7,357.7,49.6,80.6,548.4,5.6,lipid,2.22,20.36,252.3
S493,Other,18.43,202.5,759.3,352.5,59.5,8.7,640.8,0.9,seaweed,1.65,21.62,398.5
S494,Holstein,14.85,44.9,689.2,375.6,53.9,4.4,531.7,44.7,none,0.0,22.13,328.7
S495,Holstein,13.28,148.3,224.3,134.8,,99.8,539.3,39.4,none,0.0,18.77,249.2
S496,Holstein,14.45,235.1,243.8,123.6,45.1,86.9,575.6,0.0,seaweed,1.11,18.47,266.7
S497,Jersey,13.15,111.1,541.1,279.8,34.1,88.3,575.0,12.8,lipid,2.02,21.02,276.4
S498,Crossbred,16.1,149.3,290.4,179.8,47.2,95.1,590.6,9.9,seaweed,2.35,17.45,280.9
S499,Other,16.94,145.5,594.8,329.5,50.8,43.8,700.5,19.2,3-NOP,0.51,19.66,333.2
S500,Holstein,14.49,112.7,479.9,296.8,59.9,28.7,595.2,20.4,none,0.0,19.2,278.2
S501,Holstein,11.72,256.9,469.3,253.1,39.7,13.0,432.3,0.3,lipid,0.84,17.72,207.7
S502,Holstein,14.58,224.8,658.9,422.1,22.5,50.1,594.6,35.1,none,0.0,20.83,303.7
S503,Holstein,14.08,67.9,578.3,,43.8,22.0,577.3,44.9,tannin,1.09,20.59,289.9
S504,Holstein,14.46,275.3,111.2,,24.8,93.6,577.6,23.8,tannin,2.17,16.61,240.2
S505,Jersey,15.94,247.7,126.8,79.5,29.8,0.4,589.8,0.0,none,0.0,19.45,310.0
S506,Holstein,16.8,108.4,503.9,276.0,33.2,14.3,573.3,17.7,none,0.0,18.14,304.8
S507,Holstein,15.17,237.8,425.1,203.3,49.2,24.6,571.8,4.3,3-NOP,1.73,18.45,280.0
S508,Jersey,16.5,66.9,270.7,,27.4,19.9,611.8,12.0,none,0.0,15.8,260.6
S509,Crossbred,13.26,275.8,378.9,222.6,26.6,22.6,542.5,22.6,tannin,2.0,17.92,237.7
S510,Holstein,11.89,197.8,610.7,280.6,21.8,65.6,518.1,,nitrate,2.36,20.82,247.6
S511,Holstein,19.73,194.1,657.6,333.6,,32.8,750.0,24.5,none,0.0,22.58,445.5
S512,Crossbred,13.56,63.2,476.3,227.7,,61.5,532.0,38.2,seaweed,0.47,19.44,263.5
S513,Crossbred,12.39,251.9,356.2,191.7,21.6,89.0,581.0,10.1,none,0.0,19.17,237.5
S514,Crossbred,11.64,48.8,277.9,148.1,21.1,60.3,485.3,0.0,none,0.0,17.67,205.6
S515,Holstein,14.43,98.4,449.5,249.2,42.3,69.5,582.0,1.7,nitrate,0.29,18.31,264.2
S516,Holstein,12.21,75.5,308.0,155.8,31.3,36.6,519.0,6.0,nitrate,2.39,16.99,207.4
S517,Other,15.93,223.8,478.3,,43.9,16.0,548.5,25.7,nitrate,2.24,18.73,298.4
S518,Holstein,16.66,88.4,555.2,318.0,37.4,32.1,637.7,36.4,none,0.0,20.62,343.6
S519,Holstein,17.14,255.1,138.1,72.5,56.9,96.4,603.3,0.0,seaweed,1.42,17.36,297.6
S520,Other,15.62,195.6,93.7,54.4,31.5,62.2,609.1,28.6,3-NOP,2.31,15.4,240.5
S521,Holstein,11.84,50.5,238.0,112.3,47.2,27.8,468.7,18.1,other,1.67,16.91,200.2
S522,Crossbred,15.73,43.3,704.0,318.7,22.2,45.1,685.2,0.0,tannin,1.68,19.95,313.7
S523,Crossbred,12.61,54.1,534.4,267.0,,83.6,503.5,18.1,lipid,2.12,21.53,271.4
S524,Holstein,16.69,183.8,210.4,113.9,59.2,66.8,666.7,15.0,none,0.0,16.77,279.9
S525,Crossbred,13.86,229.5,701.1,370.7,49.6,56.1,636.3,39.2,3-NOP,1.31,22.86,316.7
S526,Holstein,14.43,97.8,414.0,,38.6,88.5,609.6,21.9,nitrate,1.04,21.39,308.7
S527,Crossbred,12.61,240.8,418.2,219.8,,67.2,523.7,,3-NOP,1.31,19.07,240.5
S528,Other,15.22,55.4,732.0,407.0,52.5,64.3,584.1,13.0,tannin,1.35,21.39,325.7
S529,Crossbred,14.36,229.4,133.6,76.0,,19.0,546.7,6.1,seaweed,0.97,15.67,225.0
S530,Holstein,13.55,259.1,240.0,109.0,28.9,10.6,576.7,41.3,other,1.18,17.42,236.0
S531,Crossbred,14.7,222.7,493.1,272.7,38.0,96.5,560.0,2.3,none,0.0,20.5,301.4
S532,Other,11.04,205.4,226.5,117.6,38.5,59.9,452.7,0.6,lipid,1.1,16.88,186.4
S533,Jersey,11.75,238.1,557.1,297.6,53.1,41.6,642.3,8.2,3-NOP,0.16,21.32,250.6
S534,Jersey,13.53,51.4,239.2,112.4,47.4,58.9,570.1,36.5,3-NOP,0.78,18.14,245.4
S535,Holstein,15.27,89.2,160.7,,45.7,6.2,545.9,23.6,seaweed,0.66,15.49,236.5
S536,Crossbred,11.01,71.2,234.4,,46.0,82.2,541.4,0.0,none,0.0,16.09,177.2
S537,Holstein,15.08,160.1,381.7,173.5,30.8,21.7,596.5,16.1,other,1.18,19.13,288.5
S538,Holstein,15.41,216.4,213.3,121.6,34.9,80.5,521.4,3.1,lipid,0.77,16.84,259.6
S539,Other,9.85,189.4,185.0,111.5,,53.4,439.7,0.0,other,2.05,17.31,170.5
S540,Other,14.99,241.2,680.6,345.0,51.5,27.7,599.4,0.0,other,0.15,21.89,328.2
S541,Other,13.2,78.3,311.8,189.4,,3.0,606.1,1.5,tannin,0.52,15.33,202.4
S542,Holstein,16.52,213.9,339.4,,37.5,81.6,563.0,,3-NOP,2.08,18.59,307.0
S543,Holstein,12.53,87.2,130.7,83.1,29.8,17.6,506.1,3.7,lipid,1.42,16.55,207.3
S544,Holstein,14.58,105.4,337.1,,,5.2,580.3,4.3,none,0.0,18.71,272.8
S545,Holstein,14.21,208.1,273.9,125.6,43.5,75.6,487.1,36.0,lipid,2.11,18.3,260.1
S546,Crossbred,13.83,271.4,510.0,274.9,29.3,35.0,513.4,22.1,seaweed,2.36,16.69,230.8
S547,Jersey,11.94,185.1,233.3,130.5,22.6,38.9,530.0,,tannin,0.25,18.92,225.8
S548,Holstein,14.67,54.8,699.8,335.4,,24.7,625.6,15.7,3-NOP,2.02,21.76,319.2
S549,Holstein,14.57,186.2,728.0,376.5,,85.9,553.2,32.8,3-NOP,1.8,21.08,307.3
S550,Holstein,12.77,51.9,161.2,104.4,35.2,29.7,548.1,3.0,none,0.0,15.61,199.3
S551,Crossbred,14.13,248.9,166.4,75.4,37.3,21.0,692.3,5.2,3-NOP,2.34,16.06,226.9
S552,Crossbred,14.82,208.0,171.8,92.8,52.6,30.9,596.1,0.0,3-NOP,1.07,17.18,254.6
S553,Holstein,12.66,82.5,516.2,319.3,32.8,20.3,595.3,27.3,none,0.0,19.38,245.4
S554,Holstein,16.24,63.5,176.3,90.8,50.3,31.8,552.8,43.8,none,0.0,17.73,288.0
S555,Holstein,13.75,84.9,675.2,368.6,57.6,8.3,539.2,0.0,seaweed,1.36,18.61,255.8
S556,Holstein,9.74,271.3,608.2,,46.4,15.9,443.8,2.9,none,0.0,19.57,190.6
S557,Other,14.78,149.3,652.9,355.8,,41.7,633.1,0.0,lipid,2.29,18.95,280.1
S558,Jersey,12.21,225.5,452.3,215.4,49.9,87.9,601.9,28.7,none,0.0,19.27,235.3
S559,Holstein,12.46,190.9,773.7,356.2,38.3,5.7,564.3,6.3,seaweed,0.11,24.08,300.0
S560,Crossbred,15.69,175.9,123.2,78.7,36.6,21.3,566.8,24.9,none,0.0,18.52,290.6
S561,Holstein,18.83,76.0,367.1,184.7,,90.8,619.2,8.9,seaweed,1.97,18.93,356.4
S562,Holstein,13.13,263.4,314.2,173.1,,89.0,481.7,38.0,seaweed,0.49,17.99,236.3
S563,Jersey,13.35,112.5,740.9,346.9,24.2,67.9,539.6,37.6,tannin,1.54,22.48,300.1
S564,Holstein,12.02,177.3,487.0,260.4,36.6,24.0,506.8,,3-NOP,1.73,19.78,237.8
S565,Holstein,15.6,205.7,643.6,409.4,25.0,42.0,681.3,43.5,seaweed,0.77,19.34,301.7
S566,Crossbred,18.78,193.9,209.3,115.2,,21.1,627.5,44.1,none,0.0,16.22,304.6
S567,Other,10.79,262.1,761.4,490.5,42.3,12.9,442.8,5.8,3-NOP,0.68,23.83,257.0
S568,Holstein,15.28,76.7,433.6,217.6,57.2,38.0,484.2,16.5,3-NOP,2.37,17.44,266.4
S569,Jersey,16.27,161.0,430.2,237.0,21.4,57.6,567.1,27.0,tannin,2.16,18.51,301.0
S570,Holstein,11.06,136.5,756.1,470.2,,36.0,546.7,3.8,3-NOP,0.79,22.38,247.4
S571,Jersey,11.39,153.0,353.0,190.5,38.3,61.1,495.5,17.2,nitrate,1.37,19.08,217.3
S572,Holstein,16.29,69.9,364.5,,20.8,29.6,691.7,11.8,3-NOP,1.3,17.45,284.2
S573,Jersey,14.72,73.4,492.4,305.8,30.0,34.6,593.8,42.8,none,0.0,20.03,295.0
S574,Holstein,15.0,107.1,180.5,95.3,24.7,79.1,603.5,18.5,none,0.0,18.22,273.2
S575,Other,17.83,113.3,312.3,173.7,28.7,87.8,533.5,34.3,none,0.0,21.29,379.7
S576,Crossbred,13.84,142.1,225.0,145.2,31.0,32.2,618.3,17.4,seaweed,2.33,16.03,221.9
S577,Holstein,14.15,185.0,163.5,79.7,36.1,57.2,552.2,5.9,lipid,0.49,16.89,239.0
S578,Crossbred,14.87,190.5,684.6,349.3,41.2,27.8,558.0,38.8,nitrate,1.42,23.38,347.8
S579,Holstein,15.29,138.4,495.5,226.1,20.0,5.3,611.7,0.0,3-NOP,0.35,18.77,287.0
S580,Crossbred,12.1,137.7,338.0,178.6,26.5,73.8,477.3,2.5,none,0.0,17.4,210.5
S581,Holstein,15.2,92.9,372.1,182.4,23.7,17.1,670.8,16.4,lipid,0.98,18.68,284.0
S582,Holstein,14.81,179.7,387.7,227.2,42.0,42.6,585.9,30.9,none,0.0,20.31,300.7
S583,Jersey,17.06,116.2,525.4,255.5,33.2,48.7,651.9,15.4,3-NOP,1.1,20.59,351.3
S584,Holstein,13.25,50.4,726.0,424.7,,18.4,510.5,3.0,lipid,0.43,21.88,289.9
S585,Holstein,13.85,139.9,730.1,367.0,28.9,9.5,519.6,14.3,3-NOP,2.1,19.57,271.0
S586,Holstein,14.75,152.9,360.4,187.8,21.0,34.8,505.3,11.0,none,0.0,18.56,273.7
S587,Holstein,16.16,94.8,317.9,165.2,57.7,95.2,590.0,0.2,none,0.0,20.59,332.6
S588,Holstein,14.58,176.0,401.1,238.0,,61.5,579.0,24.1,tannin,1.9,17.72,258.4
S589,Jersey,11.92,174.4,480.9,261.3,25.1,38.1,547.1,5.2,none,0.0,19.59,233.5
S590,Jersey,11.95,206.3,408.4,213.3,25.9,3.9,514.2,12.9,tannin,1.64,17.98,214.9
S591,Holstein,12.15,193.6,542.9,336.9,59.3,60.0,499.0,28.9,3-NOP,0.19,19.94,242.1
S592,Holstein,14.68,194.7,471.7,266.2,44.7,9.2,572.1,32.6,none,0.0,19.65,288.5
S593,Jersey,12.96,116.0,312.0,153.8,44.4,54.3,547.1,11.9,none,0.0,18.97,245.8
S594,Jersey,11.94,226.3,329.1,207.4,59.5,75.2,533.9,14.8,nitrate,1.87,19.16,228.8
S595,Crossbred,14.91,170.5,351.6,182.3,23.5,42.4,667.8,11.1,3-NOP,0.65,17.28,257.7
S596,Holstein,11.77,143.0,157.6,72.2,59.0,29.9,570.1,43.1,nitrate,0.37,14.5,170.7
S597,Holstein,15.93,188.5,206.4,113.3,28.2,4.7,651.2,8.6,3-NOP,2.38,16.24,258.6
S598,Jersey,11.37,126.4,586.9,278.6,44.9,2.5,543.0,0.0,none,0.0,19.8,225.1
S599,Holstein,13.24,162.0,358.8,178.5,,43.0,589.7,20.0,3-NOP,0.72,20.72,274.4
S600,Holstein,13.7,214.4,239.5,143.6,,88.3,571.7,8.5,seaweed,0.54,20.24,277.3
S601,Holstein,9.82,249.4,477.3,227.3,57.2,24.4,473.1,7.1,3-NOP,0.12,21.99,216.1
S602,Crossbred,17.09,257.5,609.0,,,57.4,660.7,4.3,nitrate,0.85,20.2,345.1
S603,Holstein,15.28,159.9,268.8,171.3,59.9,68.4,566.9,28.8,lipid,2.44,18.65,285.1
S604,Jersey,14.67,163.7,657.7,375.7,35.2,6.1,619.8,27.5,nitrate,0.92,22.08,323.9
S605,Jersey,12.59,229.2,726.5,430.1,,15.3,529.9,29.3,seaweed,1.31,22.31,281.0
S606,Holstein,14.93,115.6,501.0,297.0,,33.1,565.1,34.8,seaweed,1.89,18.73,279.7
